dates,etp
1996-08-01,83.5304120854197
1996-09-01,80.9573664623412
1996-10-01,79.5333743834047
1996-11-01,74.5836434175177
1996-12-01,70.4786251251284
1997-01-01,65.6220133946684
1997-02-01,54.7703723501313
1997-03-01,62.7597576499732
1997-04-01,67.3500840061642
1997-05-01,77.1192387543043
1997-06-01,79.487017983136
1997-07-01,85.0969983604606
1997-08-01,84.1162695229676
1997-09-01,81.4149664574227
1997-10-01,84.5220200540626
1997-11-01,79.6366605754685
1997-12-01,76.1288819299112
1998-01-01,72.9061096748878
1998-02-01,60.3876049001929
1998-03-01,62.2527937982675
1998-04-01,60.1360637768325
1998-05-01,65.1566159210524
1998-06-01,72.4077821735549
1998-07-01,79.6188435978581
1998-08-01,83.1911288044398
1998-09-01,80.9095865556243
1998-10-01,83.7585639364286
1998-11-01,81.7734952126266
1998-12-01,82.4959337716312
1999-01-01,81.4858962566718
1999-02-01,69.7342325341975
1999-03-01,71.1806006174745
1999-04-01,60.5300525402475
1999-05-01,60.8079312605251
1999-06-01,61.5631587830864
1999-07-01,71.8656474183148
1999-08-01,77.1993495598715
1999-09-01,80.0507101485027
1999-10-01,81.9775979474094
1999-11-01,80.6435717365687
1999-12-01,80.9767721793348
2000-01-01,81.727150813921
2000-02-01,74.1761331578137
2000-03-01,75.6502299235111
2000-04-01,68.3558290039572
2000-05-01,63.4586170427486
2000-06-01,59.2085037502217
2000-07-01,64.2102170271266
2000-08-01,67.2827883073333
2000-09-01,73.7157236931468
2000-10-01,81.283279896778
2000-11-01,78.7709087841695
2000-12-01,82.3399418299283
2001-01-01,82.4832952925457
2001-02-01,73.7709051637908
2001-03-01,80.8442370866684
2001-04-01,73.981278397594
2001-05-01,71.8822119710839
2001-06-01,63.2066771616766
2001-07-01,58.40586895873
2001-08-01,59.896172366212
2001-09-01,63.5097329858449
2001-10-01,76.4525571197956
2001-11-01,78.4392568345359
2001-12-01,81.52676012521
2002-01-01,82.2592080134191
2002-02-01,76.001848012968
2002-03-01,83.4381565739068
2002-04-01,78.0109260176816
2002-05-01,76.7500557264356
2002-06-01,71.7572559093881
2002-07-01,66.9820503553418
2002-08-01,60.5581723493923
2002-09-01,57.9396341518968
2002-10-01,63.0945726318997
2002-11-01,69.648960059371
2002-12-01,78.6041844839841
2003-01-01,80.4725749611108
2003-02-01,74.239091869187
2003-03-01,80.5147845369789
2003-04-01,75.5986434633896
2003-05-01,78.0911368925537
2003-06-01,74.608394500159
2003-07-01,73.6902328411572
2003-08-01,68.9339368672859
2003-09-01,58.2251865410855
2003-10-01,55.9644221901147
2003-11-01,58.7855904724503
2003-12-01,68.2867907577865
2004-01-01,77.694679798612
2004-02-01,76.0380277040358
2004-03-01,79.9126308353559
2004-04-01,78.8690361389288
2004-05-01,81.0891703213431
2004-06-01,75.84812720026
2004-07-01,82.0490778371536
2004-08-01,74.0277127817429
2004-09-01,68.394014337018
2004-10-01,65.7966136287299
2004-11-01,59.1150973771957
2004-12-01,65.0664575596692
2005-01-01,69.72956641243
2005-02-01,71.8735078353723
2005-03-01,82.8718644526408
2005-04-01,84.8876067541835
2005-05-01,87.3340539824739
2005-06-01,86.391048257784
2005-07-01,90.6394231011823
2005-08-01,88.3090848217926
2005-09-01,81.9620496045075
2005-10-01,80.4333900021611
2005-11-01,69.6509931257722
2005-12-01,64.2323994917262
2006-01-01,62.154066064313
2006-02-01,59.7759618755173
2006-03-01,72.6927944111675
2006-04-01,78.5975675801892
2006-05-01,85.0756207778708
2006-06-01,81.3245897679339
2006-07-01,82.96690993976
2006-08-01,82.0227219296895
2006-09-01,77.8054666969124
2006-10-01,76.5445669536551
2006-11-01,74.0191182417262
2006-12-01,69.7465524040334
2007-01-01,62.4625820820914
2007-02-01,53.1533448062013
2007-03-01,62.2123488949833
2007-04-01,66.6247753852096
2007-05-01,77.5670418900587
2007-06-01,79.1375106397402
2007-07-01,82.2801543711621
2007-08-01,82.0445226808679
2007-09-01,76.2135094676486
2007-10-01,80.5602762178489
2007-11-01,76.019719000002
2007-12-01,74.7841776965307
2008-01-01,71.7869862327496
2008-02-01,62.0332476526312
2008-03-01,61.6685798820225
2008-04-01,58.1338636553611
2008-05-01,67.6745248416271
2008-06-01,72.9631231877401
2008-07-01,81.935233553765
2008-08-01,81.3118316395547
2008-09-01,81.939648032935
2008-10-01,84.2014445613471
2008-11-01,78.6786436140662
2008-12-01,82.5501007303067
2009-01-01,78.4768731358156
2009-02-01,67.6528952867353
2009-03-01,69.1097118401577
2009-04-01,59.8267340928876
2009-05-01,63.084871297689
2009-06-01,63.346247846249
2009-07-01,74.4260739145299
2009-08-01,81.7611466696466
2009-09-01,81.887196780147
2009-10-01,85.4376766356148
2009-11-01,84.2889148943111
2009-12-01,84.9145301133954
2010-01-01,84.0926381917488
2010-02-01,73.6805478790857
2010-03-01,77.7293911338599
2010-04-01,70.1843226566195
2010-05-01,65.5788391845958
2010-06-01,60.0941501896167
2010-07-01,63.5890667543033
2010-08-01,71.6207673887121
2010-09-01,76.8071682732887
2010-10-01,84.8299092907995
2010-11-01,81.276937681449
2010-12-01,86.9612678448193
2011-01-01,88.5737025569526
2011-02-01,77.9331269266212
2011-03-01,83.0606608794975
2011-04-01,75.8685405691382
2011-05-01,73.1026625089705
2011-06-01,64.6329907554674
2011-07-01,61.7017654291523
2011-08-01,62.4343049513273
2011-09-01,65.7075204932864
2011-10-01,75.4459638288972
2011-11-01,78.9891450949651
2011-12-01,86.3855643095204
2012-01-01,84.8228664931773
2012-02-01,80.4120045194048
2012-03-01,83.1031064091246
2012-04-01,79.606171973115
2012-05-01,80.9499806509635
2012-06-01,71.9576198331001
2012-07-01,69.1479045668823
2012-08-01,61.1692946909863
2012-09-01,59.2521562213938
2012-10-01,64.3785869542642
2012-11-01,69.9017730155419
2012-12-01,79.8731774077286
2013-01-01,82.3981751412091
2013-02-01,76.8585673417826
2013-03-01,85.1381263079872
2013-04-01,80.7227734846462
2013-05-01,84.3300400735939
2013-06-01,79.1853512980993
2013-07-01,77.7294093329125
2013-08-01,70.1217633066197
2013-09-01,60.2245077909657
2013-10-01,60.2744220056713
2013-11-01,60.1985247379056
2013-12-01,69.3124808182049
2014-01-01,77.5320201674682
2014-02-01,72.2872685251256
2014-03-01,84.2417411342294
2014-04-01,78.8710895801138
2014-05-01,80.7134458760877
2014-06-01,80.8626896613326
2014-07-01,81.8118120961996
2014-08-01,75.7396412142632
2014-09-01,68.2441568872376
2014-10-01,63.0736039721145
2014-11-01,58.89937636469
2014-12-01,61.4365658499254
2015-01-01,68.9235614641225
2015-02-01,68.2134756291336
2015-03-01,81.8473207350315
2015-04-01,80.5302350229411
2015-05-01,84.3111705708354
2015-06-01,81.6776499101165
2015-07-01,87.7209270819742
2015-08-01,82.4040086686487
2015-09-01,76.0900045167927
2015-10-01,74.2394316432372
2015-11-01,65.7788729386937
2015-12-01,60.3746190065133
2016-01-01,60.9911565235114
2016-02-01,59.9197837479179
2016-03-01,71.5473375340344
2016-04-01,77.4399649012811
2016-05-01,80.568542181027
2016-06-01,81.586085424244
2016-07-01,82.1090505803054
2016-08-01,83.053807969382
2016-09-01,77.837299232244
2016-10-01,74.6943436465333
2016-11-01,71.04701299966
2016-12-01,67.9914740847148
