dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHIQUIAN_000538,GORGOR_151208,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PAMPA LIBRE_155107,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
2000-03-01,26.406,35.3,99.3,138.7,149.3,85.2,170.327,135.1,48.5,104.9,32.2,106.954,167.898,128.246
2000-04-01,16.225,6.5,53.2,64.7,49.7,46.5,102.943,70.4,29.8,63.4,9.4,55.733,101.475,66.829
2000-05-01,5.88,0.9,21,23.9,41.5,20.6,58.291,22.8,10.8,35.9,0,18.05,57.46,21.643
2000-06-01,0,0,0,0,0,0,0.974,0,0,0.6,0,0,0.96,0
2000-07-01,0,0,0,1.4,0,0,4.384,0,0,2.7,0,0,4.321,0
2000-08-01,0,0,0,10.7,16.3,0,7.307,4.6,0,4.5,0,3.642,7.202,4.367
2000-09-01,0.871,0.9,0.5,13.6,14.5,0,42.866,14.5,1.6,26.4,0,11.479,42.255,13.764
2000-10-01,9.583,2,7.6,41.5,70.9,35.8,97.585,37.8,17.6,60.1,0,29.925,96.193,35.882
2000-11-01,3.975,1.5,14.8,29.8,22.5,40.6,47.899,28.5,7.3,29.5,4.3,22.562,47.216,27.054
2000-12-01,27.223,21.9,132.2,151.7,137.9,150,219.363,112.6,50,135.1,27.1,89.141,216.235,106.888
2001-01-01,53.357,61.6,169.7,166.3,229.7,174.5,232.677,187.1,98,143.3,58.3,148.12,229.359,177.609
2001-02-01,71.869,71.6,70.8,114.3,139.9,122.3,141.263,118.6,132,87,19.6,93.891,139.248,112.583
2001-03-01,61.034,74,143.5,250.4,266.1,291.3,243.394,203.9,112.1,149.9,59.8,161.42,239.923,193.556
2001-04-01,18.784,14.7,36,41.2881355932203,46.3,0,55.044,56.2,34.5,33.9,1.1,44.491,54.259,53.349
2001-05-01,0,0,6.2,8.3,6,18.9,16.338,5.7,0,10.0622950819672,0,4.512,16.105,5.411
2001-06-01,0,0,0,1.3,0,0,12.178,0,0,7.5,0,0,12.004,0
2001-07-01,0,0,0,0.3,2.5,0,0,0,0,0,0,0,0,0
2001-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-01,2.396,0,1,14.5,37.2,0,42.866,29.7,4.4,26.4,0,23.512,42.255,28.193
2001-10-01,3.593,0.4,12.9,39,59,37.7,57.804,37.9,6.6,35.6,3.1,30.004,56.98,35.977
2001-11-01,11.924,14.135593220339,67.2,117.6,134.1,98.5,170.327,94.7,21.9,104.9,17.6,74.971,167.898,89.896
2001-12-01,4.519,5.96,28.7,66.4,96.5,37.5,107.165,64.8,8.3,66,7.9,51.3,105.636,61.513
2002-01-01,10.127,4.1,19.1,51.5311475409836,68.3016393442623,69.3,149.381,38.2,18.6,92,4,30.242,147.251,36.262
2002-02-01,35.281,104.3,87.3,110.2,177.774545454545,182.8,105.703,95.3,64.8,65.1,13.7,75.446,104.196,90.465
2002-03-01,37.622,54.5,88.9,165.3,193.52131147541,180.8,157.337,158,69.1,96.9,24.2,125.083,155.093,149.985
2002-04-01,19.873,21.8,64.9,95.8,103.7,96.5,73.879,107.5,36.5,45.5,19.7,85.104,72.825,102.047
2002-05-01,0,0,1.2,6.3,12.7049180327869,12.4,13.964,0,0,8.6,0,0,13.765,0
2002-06-01,0,0,0,7,0,0,3.41,0,0,2.1,0,0,3.361,0
2002-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-01,0,0,0,0,0,0,3.41,0,0,2.1,0,0,3.361,0
2002-09-01,5.281,5.1,46,15.6,15,15.3,27.928,8.2,9.7,17.2,2.84745762711864,6.492,27.529,7.784
2002-10-01,10.944,4.37049180327869,31.3049180327869,65,108.5,64.8,119.343,59.9672131147541,20.1,73.5,6.26,47.474,117.641,56.925
2002-11-01,12.523,23.8,58.2,67.5,76.9,73.1,119.992,89.2,23,73.9,21.1,70.616,118.281,84.675
2002-12-01,11.27,5.1,74.9,83.4,115.3,59.9,151.167,80.1,20.7,93.1,6.3,63.412,149.011,76.037
2003-01-01,26.461,22,60.9,91.2,102,94.4,145.647,95.7,48.6,89.7,8.2,75.762,143.569,90.845
2003-02-01,21.397,35.2,68.2,105.5,78.7,68.9,156.363,106.2,39.3,96.3,21.8,84.075,154.133,100.813
2003-03-01,44.156,53,90.6,114.2,130.6,145.5,197.605,130.3,81.1,121.7,23.1,103.154,194.787,123.69
2003-04-01,7.622,7.4,40.9,39.3,69,38.6,60.077,45.2,14,37,9.9,35.783,59.22,42.907
2003-05-01,0,0,0,4.1,3.5,0,0,0.3,0,0,0.2,0.237,0,0.285
2003-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-07-01,0,0,0,0,0,0,0,1.2,0,0,0,0.95,0,1.139
2003-08-01,0,0,0,0,0,0,2.111,0,0,1.3,0,0,2.081,0
2003-09-01,0,0,0,0,0,0,18.348,0.1,0,11.3,0,0.079,18.086,0.095
2003-10-01,2.178,2.8,7.5,25.4,27.3,29.3,25.655,22.7,4,15.8,1.5,17.971,25.289,21.548
2003-11-01,1.633,1.9,13.2,18.2,15.8,25.5,14.126,12.6,3,8.7,7.8,9.975,13.925,11.961
2003-12-01,30.762,46.5,80.2,153.1,126.5,146,142.399,114.5,56.5,87.7,22.9704918032787,90.645,140.368,108.691
2004-01-01,13.285,6.4,27.7,32.5,23.4,38.8,58.941,29.9,24.4,36.3,7.599,23.671,58.1,28.383
2004-02-01,65.989,42.8,46.2,155.3,72.5,85.2,127.786,77.2,121.2,78.7,33.1719298245614,61.116,125.963,73.284
2004-03-01,22.922,44.9,59.8,86.2,107.6,85.497,93.243,73.8,42.1,57.4262295081967,13.111,58.425,91.914,70.056
2004-04-01,4.465,14.9,27.7,45,37.3220338983051,39.603,50.174,43.1,8.2,29.433,2.554,34.121,45.019,40.914
2004-05-01,1.307,0,0,3.6,0,0,0,0,2.4,0,0.5,0,0,0
2004-06-01,0,0,0,0,6.5,0,11.041,1.2,0,6.8,0,0.95,10.884,1.139
2004-07-01,0,0,3.2,4.4,0,4.575,0,0.6,0,0,0,0.475,0,0.57
2004-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-09-01,1.198,0,10.8,24,44.9,15.441,36.209,4.6,2.2,22.3,0.6,3.642,35.692,4.367
2004-10-01,5.064,6.3,14.8,63.6,50.3,21.16,91.577,38.1,9.3,56.4,13.2,30.162,90.271,36.167
2004-11-01,4.138,5.4,47.4,74.3,83.4,67.768,155.227,53.4,7.6,95.6,17.4,42.275,153.013,50.691
2004-12-01,19.764,37,62.8,95.5,118,89.786,156.946,62.1,36.3,96.6590163934426,19.5,49.162,154.708,58.95
2005-01-01,15.245,32.8,45.6,74.6,67,65.195,90.072,67,28,48.453,11.2,53.041,80.818,63.601
2005-02-01,6.534,29.8,25,66.6909090909091,86.4436363636364,35.743,67.121,46.4,12,41.3381818181818,4.58181818181818,36.733,66.164,44.046
2005-03-01,16.552,36.4,84.8,124.1,172.3,121.24,171.464,98.3,30.4,105.6,15.4,77.821,169.018,93.313
2005-04-01,14.646,9.7,2.4,17,50.5,3.431,15.425,15,26.9,9.5,1.7,11.875,15.205,14.239
2005-05-01,0,0,0,2.2,8,0,6.657,2.2,0,4.1,0,1.742,6.562,2.088
2005-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-01,0,0,0,3,3.5,0,6.332,1.3,0,3.9,0,1.029,6.242,1.234
2005-09-01,0,0,0,0.6,0,0,0.812,0,0,0.5,0,0,0.8,0
2005-10-01,0,2,3.1,29.3,22,4.432,45.464,6.1,0,28,0,4.829,44.815,5.791
2005-11-01,2.178,0,4.1,12.2,15.5,5.862,38.644,17.8,4,23.8,0,14.092,38.093,16.897
2005-12-01,18.076,20.3,63.5,114.5,110.8,90.787,130.384,87,33.2,80.3,25.4,68.875,128.524,82.587
2006-01-01,32.504,43,80.8,120.4,97.4,115.521,115.121,85.5,59.7,70.9,16.4,67.687,113.479,81.163
2006-02-01,27.659,81.7,102.168,174,138.6,129.167,201.827,111.7,50.8,124.3,41.4,88.429,198.949,106.034
2006-03-01,55.535,74.8,134.1,214.8,181.2,191.724,240.783,155.5,102,148.291803278689,36.7,123.104,237.349,147.612
2006-04-01,20.308,26.2372881355932,96.406779661017,118.4,99,137.834,150.262,66.8135593220339,37.3,92.5423728813559,28.4,52.894,148.119,63.424
2006-05-01,0,0,0,2.8,4.5,0,0.487,0,0,0.3,0,0,0.48,0
2006-06-01,0,0,1.4,5.4,4.5,2.002,18.673,0,0,11.5,1.2,0,18.406,0
2006-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-01,0,0,3.7,3.9,0,5.29,9.742,5.8,0,6,0,4.592,9.603,5.506
2006-09-01,0,0.7,1.1,7.2,20.3389830508475,1.573,9.907,2.7,0,6.10169491525424,0,2.137,9.766,2.563
2006-10-01,4.41,0,5.99672131147541,26.1,31,8.574,56.83,13.9,8.1,35,0,11.004,56.019,13.195
2006-11-01,3.975,9.3,25.2203389830508,65.2881355932203,66,36.058,131.196,27.6,7.3,80.8,5.1,21.85,129.325,26.2
2006-12-01,20.635,30,94.9311475409836,124.5,138.4,135.724,149.868,69.1,37.9,92.3,18.8,54.704,147.731,65.595
2007-01-01,26.515,32.6,109,92.1,108.4,155.839,172.6,72.4,48.7,106.3,27.7,57.316,170.139,68.727
2007-02-01,16.878,27.3,85.5272727272727,77.1,53.5,122.279,125.675,55.9,31,77.4,25.9,44.254,123.883,53.064
2007-03-01,62.178,92.4,156.32131147541,177.4,157.2,223.494,241.121,145.6,114.2,148.5,52.9,115.266,237.682,138.214
2007-04-01,17.749,23.6,73.8,88.5,119.2,105.513,89.629,72.2,32.6,55.2,25.5,57.158,88.35,68.537
2007-05-01,2.45,0,0,25.2,20,0,59.428,14.2,4.5,36.6,0,11.242,58.58,13.48
2007-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-01,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
2007-09-01,0,0.1,0,0,0,0,10.879,0,0,6.7,0,0,10.724,0
2007-10-01,3.593,9.2,30.3,29.4,48.2,43.32,84.758,22.3,6.6,52.2,0,17.654,83.549,21.169
2007-11-01,1.96,1.3,0,33.6,16.7,0,72.905,10.3,3.6,44.9,0,8.154,71.865,9.777
2007-12-01,2.232,6.1,27,24.1,46.5,38.602,64.136,24.4,4.1,39.5,4.5,19.317,63.222,23.162
2008-01-01,27.822,81.3,100,141.6,197.986666666667,142.971,176.66,107.8,51.1,108.8,24.5,85.341,174.14,102.331
2008-02-01,39.31,76.9,159.6,171.8,148.8,228.182,220.824,109.9,72.2,136,35,87.004,217.675,104.325
2008-03-01,75.081,145.7,107.9,132.2,92.2,154.266,163.507,88.2,137.9,100.7,33.9,69.825,161.176,83.726
2008-04-01,10.345,27.6,35.2,51.6,71,50.326,81.023,21.8,19,49.9,7.1,17.258,79.868,20.694
2008-05-01,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0
2008-06-01,0.871,0,0,0,0,0,8.443,6.5,1.6,5.2,0,5.146,8.323,6.17
2008-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0
2008-09-01,0,0,0,2.3,2,0,4.546,0,0,2.8,0,0,4.482,0
2008-10-01,1.524,0.5,26.8,65.2524590163934,55.5,38.316,96.773,27.4,2.8,59.6,0,21.692,95.393,26.01
2008-11-01,18.403,25.6,27.4,35.5,39,39.174,28.253,37.9,33.8,17.4,1.5,30.004,27.85,35.977
2008-12-01,5.499,11.6,56.1,87.9,43.5,80.207,93.6,52.5,10.1,83.4,1.9,41.562,133.486,49.837
2009-01-01,61.688,90.6,113.7,158.2,112.1,162.558,179.5,109.9,113.3,101,39.5,87.004,161.656,104.325
2009-02-01,94.355,137.9,126.4,184.1,177.6,180.716,145.3,144.3,173.3,104.5,37,114.237,167.258,136.98
2009-03-01,64.737,63.9,160.4,229.9,162.8,229.326,275.7,150.7,118.9,165.3,54.5,119.304,264.571,143.055
2009-04-01,25.372,29.7,71.5,80.8,105.8,102.224,88.7,57.4,46.6,78.1,17.3,45.441,125.003,54.488
2009-05-01,1.688,0,0,9.6,21.5,0,47.1,1.8,3.1,16.8,0.2,1.425,26.889,1.709
2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,0,0,0.9,0,0,24.3,0,0,1.5,0,0,2.401,0
2009-08-01,0,0,0,2.7,0,0,25.6,1.8,0,7.5,0,1.425,12.004,1.709
2009-09-01,0,0,0,3,0,0,34.4,0,0,8.2,0,0,13.125,0
2009-10-01,7.078,2.1,73.1,59.7,14,104.512,110.1,61.8,13,54.2,1.4,48.925,86.75,58.665
2009-11-01,4.247,10,87.4,76.9,46,124.957,119.6,65.9,7.8,86.9,10.1,52.171,139.088,62.557
2009-12-01,13.23,12.6,51.5,94,93.2,73.63,260.4,52,24.3,92.4,2.5,41.167,147.891,49.362
2010-01-01,19.056,3.1,96,89,77,137.252,133.2,90.5,35,60.1,8,71.646,96.193,85.909
2010-02-01,16.878,61,45.9,102.7,91.4,65.624,122.9,57.6,31,57.3,7.5,45.6,91.712,54.678
2010-03-01,21.67,37.6,85,122.3,103.6,121.526,193,98.9,39.8,117,14.2,78.296,187.265,93.883
2010-04-01,0,19.7,37.5,36.5,47.2,53.614,68.6,40.8,0,29.9,0.915254237288136,32.3,47.856,38.73
2010-05-01,0,1,0,0,0,0,5.1,0.4,0,0,0.2,0.317,0,0.38
2010-06-01,0,0,0,0.5,4.5,0,0,2.4,0,2.9,0,1.9,4.642,2.278
2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,0,0,0,0.3,0,0,0,1.1,0,0,0,0.871,0,1.044
2010-09-01,0,1.1,3.4,29,19,4.861,66.5,5.7,0,13.7,0.3,4.512,21.928,5.411
2010-10-01,0,0,7.5,8.7,24.5,10.723,53.6,9.1,0,20.7,4.26885245901639,7.204,33.131,8.638
2010-11-01,0,6.5,27.8,56,42.4,39.746,104.8,28.5,0,45.7,8.8,22.562,73.145,27.054
2010-12-01,35.499,24.2,134.4,181.2,136.8,192.153,227.5,107.4,65.2,123.2,15.7,85.025,197.188,101.952
2011-01-01,33.92,40.7,163.1,163.6,146,233.186,180,108.4,62.3,145.6,12.5,85.816,233.04,102.901
2011-02-01,22.105,25.4,84,92.4,57.5,120.096,135.8,44,40.6,60.9,0,34.833,97.474,41.768
2011-03-01,20.526,36.4,61.1,149,131.4,87.355,220.7,90.4,37.7,133.4,9.5,71.566,213.514,85.814
2011-04-01,18.022,25.8,48.6,102,97.5,69.484,47.8,51.1,33.1,63.4,11.2,40.454,101.475,48.508
2011-05-01,0,0,0,0.6,0,0,45.2,0,0,5.6,0,0,8.963,0
2011-06-01,0,0,0,0.7,0,0,0,0,0,0.6,0,0,0.96,0
2011-07-01,0,0,0,3,0,0,19.3,0,0,0,0,0,0,0
2011-08-01,0,0,0,3.1,0,0,11,0,0,0,0,0,0,0
2011-09-01,0,0,0.8,4.6,0,1.144,38,0.2,0,6.4,0,0.158,10.244,0.19
2011-10-01,0,0.5,2.1,12.7,9,3.002,48.5,0.6,0,22.4,0,0.475,35.852,0.57
2011-11-01,9.147,7.5,41.5,84,69.5,59.333,115.8,35.3,16.8,79.7,13.2,27.946,127.564,33.509
2011-12-01,24.555,24.6,84.7,169.5,150.9,121.097,211.4,111.2,45.1,129.9,13.3,88.033,207.912,105.559
2012-01-01,11.978,19.2,36.5,104.3,115.5,52.184,126.3,69.2,22,80.4,0.9,54.783,128.684,65.69
2012-02-01,61.524,82.2,135.3,156.9,156.4,193.44,211.5,101.3,113,134.6,35.5,80.196,215.434,96.161
2012-03-01,67.023,70.6,143.3,149.5,161.3,204.878,190.2,104.9,123.1,91.5,24.6,83.046,146.45,99.578
2012-04-01,29.347,41.1,85,112.2,105.2,121.526,158.2,81,53.9,113.9,16.4,64.125,182.303,76.891
2012-05-01,0,0,0,5.2,17,0,35.6,5.7,0,1.8,0,4.512,2.881,5.411
2012-06-01,0,0,0,0.1,0,0,0,0,0,2.7,0,0,4.321,0
2012-07-01,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0
2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,2.995,2.1,12.3,21.7,28,17.585,73,15.3,5.5,34.1,0,12.112,54.579,14.524
2012-10-01,16.769,8.4,21.9,42.5,23.5,31.311,92.6,19.6,30.8,35.2,0.7,15.517,56.339,18.606
2012-11-01,7.786,2.9,38.8,75.9,68.3,55.473,111.3,44.7,14.3,46.5,1.1,35.387,74.426,42.432
2012-12-01,15.245,17.1,63.7,74.1,104.5,91.073,176.1,54.2,28,89.3,0.9,42.908,142.929,51.45
2013-01-01,7.078,15.4,52.2,50.6,73,74.631,133,48,13,55.8,2.2,38,89.311,45.565
2013-02-01,76.824,68.3,116.9,171.3,159,167.133,140.2,134.5,141.1,88.4,24.4,106.479,141.489,127.677
2013-03-01,78.784,62.3,127.2,166.1,200.8,181.859,171.4,157.1,144.7,115,25.6,124.37,184.063,149.13
2013-04-01,1.742,9.7,12.5,31.9,27.5,17.871,36.4,20.7,3.2,21.6,0,16.387,34.572,19.65
2013-05-01,1.416,0.1,12,15.3,16,17.157,36.8,1,2.6,17.5,1.5,0.792,28.01,0.949
2013-06-01,0,0,0,0,0,0,11.7,0,0,0.4,0,0,0.64,0
2013-07-01,0,0,0,1.1,0,0,0,0.7,0,2.6,0,0.554,4.161,0.664
2013-08-01,0,0,0,2.2,0,0,15.2,0,0,8.5,0,0,13.605,0
2013-09-01,0,0,0,0.1,3,0,20.8,0,0,1.4,0,0,2.241,0
2013-10-01,11.161,2.4,42.6,76.3,77.5,60.906,113.3,62.8,20.5,80.6,2.2,49.716,129.004,59.614
2013-11-01,2.015,4.4,16.7,50.7,45.5,23.876,76.2,24.7,3.7,49,0,19.554,78.427,23.447
2013-12-01,5.771,6.2,72.7,95.7,113.5,103.94,135.9,62.8,10.6,75.5,0.3,49.716,120.842,59.614
2014-01-01,15.953,51.6,63.7,124.7,104.5,91.073,191,87.5,29.3,95.1,3,69.271,152.212,83.061
2014-02-01,21.452,30,71.3,123.7,164.9,101.938,208.8,76.8,39.4,125.3,12,60.8,200.549,72.904
2014-03-01,41.597,83.8,107.4,180.5,174.5,153.551,169.1,156.5,76.4,133.5,4.2,123.895,213.674,148.561
2014-04-01,8.276,7.3,36.6,46.2,7,52.327,68.1,35.7,15.2,29,0.4,28.262,46.416,33.889
2014-05-01,0,0,1,25.6,19.2,1.43,39.5,16.9,0,19.6,0,13.379,31.371,16.043
2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0
2014-08-01,0,0,0,0.8,0,0,20.8,2.1,0,1.8,0,1.662,2.881,1.993
2014-09-01,0.871,1.1,1.5,12.6,0,2.145,56.2,14.9,1.6,15.5,0,11.796,24.809,14.144
2014-10-01,0,3.4,3.2,23.8,0,4.575,88,15.6,0,50.6,4.4,12.35,80.988,14.809
2014-11-01,15.027,16.5,31,56.7,0,44.321,65.8,32.9,27.6,37.9,0,26.046,60.661,31.231
2014-12-01,25.481,7.1,103.8,125,66.9,148.404,134,107,46.8,135.1,9.2,84.708,216.235,101.572
2015-01-01,39.474,23.1,88.7,121.9,71.9,126.815,161.8,96.7,72.5,102,5.8,76.554,163.256,91.794
2015-02-01,40.454,38.1,67.3,74.7,12.1,96.22,135.6,78.8,74.3,62.5,10,62.383,100.034,74.803
2015-03-01,93.648,160.3,135.8,125.7,71.9,194.155,201.9,255.2,172,69.5,34.9,202.033,111.238,242.254
2015-04-01,20.363,8.2,52.4,57.2,31,74.917,111.7,132.1,37.4,48.9,1.2,104.579,78.267,125.399
2015-05-01,0,0,4.8,16.9,29.4,6.863,62.3,55.7,0,6.6,0,44.096,10.564,52.874
2015-06-01,0,0,0,0.8,0,0,4,9.1,0,3.4,0,7.204,5.442,8.638
2015-07-01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
2015-08-01,0,0,4.5,2.3,0,6.434,9.3,4.9,0,7.7,0,3.879,12.324,4.651
2015-09-01,1.742,0,0,1.6,0,0,10.3,1.2,3.2,2.8,0,0.95,4.482,1.139
2015-10-01,2.069,4.7,19.6,26.7,0,28.022,67.6,28.5,3.8,22.6,0,22.562,36.172,27.054
2015-11-01,3.866,2.5,12.6,31.1,19,18.014,126.2,114.3,7.1,50,0,90.487,80.028,108.502
2015-12-01,27.06,8.4,50.6,113,43,72.343,156.8,234,49.7,82.8,0.4,185.249,132.526,222.129
2016-01-01,7.622,17.4,25.7,35.3,9,36.744,50.1,56.4,14,25.8,6.1,44.65,41.294,53.539
2016-02-01,30.381,33.6,63.3,147,64.1,90.501,135.5,222.6,55.8,94.4,11.8,176.224,151.092,211.308
2016-03-01,27.495,42.6,71.3,87.1,72,101.938,152.9,194.8,50.5,88.3,6.1,154.216,141.329,184.918
2016-04-01,10.998,17.8,20.3,57.9,74.2,29.023,80.5,88.7,20.2,36.7,0.4,70.221,58.74,84.2
2016-05-01,0,0,0,7.5,0,0,14,11.2,0,1.1,0,8.867,1.761,10.632
2016-06-01,0,0,0,0.8,0,0,16.4,0,0,1,0,0,1.601,0
2016-07-01,0,0,0,0,0,0,9.8,0,0,1.6,0,0,2.561,0
2016-08-01,0,0,0,0.3,0,0,2.2,0,0,4,0,0,6.402,0
2016-09-01,3.92,2.8,12,18.9,4,17.157,60.5,8.6,7.2,15,0,6.808,24.008,8.164
2016-10-01,0,0,0,11.9,8.2,0,66.3,5.7,0,29.4,0,4.512,47.056,5.411
2016-11-01,0,0,0,0,0,0,3.7,0,0,5.6,0,0,8.963,0
2016-12-01,22.214,6.9,24.7,81.7,66.6,35.314,133.6,93.1,40.8,84.9,4.4,73.704,135.887,88.377
2017-01-01,69.637,132.9,123.8,191.5,142.1,176.998,198.6,183.4,127.9,130,29.3,145.191,208.072,174.096
2017-02-01,89.401,106.6,140,218.5,132.4,200.16,178.3,279.9,164.2,128.3,44.7,221.587,205.351,265.701
2017-03-01,141.506,254.8,190.7,295.3,294.4,272.646,246.9,465.3,259.9,181.4,94.5,368.361,290.34,441.696
2017-04-01,9.909,17.5,9,77.8,43.9,12.867,123.6,82.9,18.2,60.5,1,65.629,96.833,78.695
2017-05-01,0,0,2,41.5,52.1,2.859,47.3,43.9,0,32.6,2,34.754,52.178,41.673
2017-06-01,0,0,0,1.6,0,0,0,3,0,0.4,0,2.375,0.64,2.848
2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,0,0,0,0.1,0,0,5.6,0,0,2.7,0,0,4.321,0
2017-09-01,0,0,9.5,5.3,18.2,13.582,22.9,13.9,0,6.4,0,11.004,10.244,13.195
2017-10-01,7.405,3.9,27.5,45.6,35.7,39.317,56.9,29.6,13.6,36.9933333333333,0.9,23.433,59.21,28.098
2017-11-01,3.92,2.7,9,14.2,0,12.867,59.5,16.7,7.2,20.1,1.8,13.221,32.171,15.853
2017-12-01,0,1.2,20.1,50.5,74,28.737,137.3,52.2,0,52.3,0.6,41.325,83.709,49.552
2018-01-01,44.646,40,75.5,139.6,112.7,107.943,148.1,171.3,82,108.5,7.6,135.612,173.66,162.61
2018-02-01,22.759,38.7,44.5,73.6,92.5,63.622,111.2,68.5,41.8,82,3.2,54.229,131.245,65.025
2018-03-01,35.063,42.6,60.7,209.7,116.2,86.784,172.7,313.3,64.4,120.3,14.5,248.028,192.546,297.406
2018-04-01,25.753,35.2,16.6,78.3,48.4,23.733,143.1,133,47.3,65,3.6,105.291,104.036,126.253
2018-05-01,0,3.1,0,19.2,2,0,37,44,0,8.6,0.2,34.833,13.765,41.768
2018-06-01,0,2.7,4,4.4,0,5.719,16.7,1.8,0,3.3,0,1.425,5.282,1.709
2018-07-01,0,0,0,0.1,0,0,6.6,0,0,1,0,0,1.601,0
2018-08-01,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0
2018-09-01,0,0,0,4.5,0,0,28.8,0,0,10,0,0,16.006,0
2018-10-01,6.642,2,13.4,27.2,12,19.158,86.9,43.2,12.2,35.1,0,34.2,56.179,41.008
2018-11-01,0,1.2,8.2,35.7,22.3,11.724,81.8,51.6,0,33.6,0.8,40.85,53.779,48.982
2018-12-01,4.628,0.5,47,73.6,20.6,67.196,83.8,53.2,8.5,88.2,4.4,42.117,141.169,50.501
2019-01-01,36.37,42.7,109.6,141.3,137.8,156.696,177,160,66.8,153.7,23.4,126.666,246.005,151.883
2019-02-01,68.548,76.9,116,166.8,97.5,165.847,188.9,169.2,125.9,115.2,47.1,133.949,184.384,160.617
2019-03-01,25.372,31,92.9,136.9,193.9,132.82,181.2,157.4,46.6,98.6,2.9,124.608,157.814,149.415
2019-04-01,0,4.9,21.4,27.3,46.3,30.596,102.8,40,0,38,0.6,31.667,60.821,37.971
2019-05-01,0,0.7,0,6.4,9.2,0,23.9,12.9,0,13.6,0,10.212,21.768,12.246
2019-06-01,0,0,0,2,0,0,6.4,0,0,3.3,0,0,5.282,0
2019-07-01,0,0,0,0.813114754098361,0,0,15.6,0,0,1.82950819672131,0,0,2.928,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,10.454,2.8,0,39.3,3.2,0,46,9.1,19.2,12.6,0,7.204,20.167,8.638
2019-10-01,9.038,2.5,6.5,15.4,16.1,9.293,60.5,31.9,16.6,30.6,0,25.254,48.977,30.282
2019-11-01,0,0.2,17.1,30.6,26.8,24.448,97.2,24.9,0,31.4,0,19.712,50.257,23.637
2019-12-01,9.528,9.9,80.1,129.7,148.7,114.52,258.6,172.7,17.5,115.3,16.6,136.72,184.544,163.939
