dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHIQUIAN_000538,GORGOR_151208,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PAMPA LIBRE_155107,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
1970-01-01,94.6,82.665,147.7,206.4,145.2,211.168,189.649,129.378,102.868,116.8,37.48,113,212.8,111.9
1970-02-01,8.8,24.178,43.2,60.369,91.2,61.764,84.595,57.711,30.087,52.1,10.962,89.3,129.5,46.2
1970-03-01,25.7,49.644,88.7,123.952,114.7,126.815,165.618,112.984,61.776,102,22.508,83.8,105.2,90.8
1970-04-01,17.7,8.114,53.8,75.182,100.4,76.918,117.719,80.308,11.3,72.5,3.519,75.9,135.3,85.7
1970-05-01,10.1,2.37,16.9,23.617,44.3,24.162,37.345,25.477,3.3,23,1.028,36.5,72.6,42.5
1970-06-01,0,1.221,0.3,0.419,6.1,0.429,3.41,2.326,1.7,2.1,0.529,0,3.361,0
1970-07-01,0,0,0.5,0.699,0.4,0.715,7.794,5.317,0,4.8,0,0,12.5,0
1970-08-01,0,0,0.2,0.279,5.4,0.286,11.853,8.086,0,7.3,0,4.9,7.5,7.3
1970-09-01,9,0,32.1,44.857,68.1,45.894,86.057,58.708,0,53,0,84.5,109.1,58.9
1970-10-01,0.3,7.252,32.3,45.137,69.2,46.18,96.448,65.797,10.1,59.4,3.145,40.7,123.5,60.2
1970-11-01,8.8,8.76,35.9,50.168,65.3,51.327,69.495,47.409,12.2,42.8,3.799,59,108,73.4
1970-12-01,9.8,4.883,68,95.025,133.6,97.22,168.168,114.724,6.8,103.570491803279,2.118,56.4,191.4,131.2
1971-01-01,29.5,12.351,59.5,83.147,76,85.068,151.335,103.24,17.2,93.2032786885246,5.357,59,149.8,61.1
1971-02-01,29.9,34.108,122.1,170.626,150.8,174.568,196.631,134.141,47.5,121.1,14.793,117.3,170.9,138.6
1971-03-01,39.7,60.605,169,236.165,185.6,241.621,250.214,170.695,84.4,154.1,26.284,133.7,240,153.1
1971-04-01,11.9,15.151,26.6,37.172,44.4,38.03,64.233,43.819,21.1,39.5593220338983,6.571,27.9,87,38.3
1971-05-01,0,1.508,0,0,6.1,0,7.261,4.954,2.1,4.47213114754098,0.654,0,31.2,7.3
1971-06-01,0,0,1.17,1.709,0.5,0.466,2.312,1.577,0,1.42372881355932,0,0,27,0
1971-07-01,0,0,0.251,0.366,0,0,0.495,0.338,0,0.304918032786885,0,0,6.7,0
1971-08-01,0,0,13.283,19.398,48.2,44.919,26.24,17.901,0,16.1606557377049,0,16.5,49.6,29.8
1971-09-01,0,0,0.2,0.279,17.4,0.286,8.119,5.538,0,5,0,0,38.8,9.7
1971-10-01,7.3,5.529,18.2,25.433,42.1,26.021,74.1,50.551,7.7,45.6360655737705,2.398,25,97.7,24.9
1971-11-01,5.4,3.59,7.9,11.04,20.5,11.295,75.178,51.286,5,46.3,1.557,56.5,74.4,49.8
1971-12-01,13.5,17.449,65.8,91.951,120.2,94.075,181.536,123.843,24.3,111.803278688525,7.568,91.2,174.2,108.1
1972-01-01,41.4,46.531,109.1,152.459,150.089,155.982,143.211,97.698,64.8,88.2,20.18,69.8,161.4,90
1972-02-01,34.6,62.903,86,120.179,135.536842105263,122.955,118.044,80.529,87.6,72.7,27.281,52.9,164.4,128.8
1972-03-01,156.8,147.132,250.9,350.615,345.163,358.715,331.074,225.858,204.9,203.9,63.811,338.4,252.4,287.1
1972-04-01,7.4,13.428,51.1,71.409,70.298,73.058,151.913,103.635,18.7,93.5593220338983,5.824,45.5,149.747,104.4
1972-05-01,0,0,0,0,0,0,0.165,0.113,0,0.101639344262295,0,6.1,54.8,14.6
1972-06-01,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0
1972-07-01,0,1.077,0,0,0,2.478,0,0,1.5,0,0.467,0,0.5,0
1972-08-01,0,0,9.774,14.274,14.132,0,19.309,13.172,0,11.8918032786885,0,6.1,14.8,7.7
1972-09-01,0,0.933,25.891,37.811,37.434,2.147,51.147,34.892,1.3,31.5,0.405,6.6,28,9.7
1972-10-01,4.3,4.021,16.872131147541,23.578,23.211,24.122,62.026,42.314,5.6,38.2,1.744,21.9,49.3,20
1972-11-01,3.4,10.627,26.713,39.011,38.622,24.448,52.771,36,14.8,32.5,4.609,27.3,46.9,15.2
1972-12-01,25.6,39.207,61.7,86.221,87.0254545454546,88.213,90.116,61.477,54.6,55.5,17.004,57.3,109,48.6
1973-01-01,44.7,79.131,141.4,197.596,244.9,202.161,191.438,130.598,110.2,117.901639344262,34.319,89.4,145.2,86.3
1973-02-01,28.5,21.757,105.4,147.289,183,150.692,165.294,112.763,30.3,101.8,9.436,86.4,189,122.2
1973-03-01,34.7,53.783,144.1,201.369,217.9,206.021,188.837,128.824,74.9,116.3,23.326,122.1,176.4,143.9
1973-04-01,12.4,12.925,77.6,108.44,128.4,110.946,153.928,105.009,18,94.8,5.606,100.9,135.5,97.2
1973-05-01,0,5.17,23,32.141,13.9,32.883,73.605,50.213,7.2,45.3311475409836,2.242,24.3,28.5,41.9
1973-06-01,0,0,0,0,0,0,2.147,1.464,0,1.32203389830508,0,2.4,20.4,41.9
1973-07-01,1.3,1.005,6.7,9.363,0,9.579,11.222,7.656,1.4,6.91147540983606,0.436,0,3.1,0
1973-08-01,4,1.077,3.7,5.17,7,5.29,14.853,10.133,1.5,9.14754098360656,0.467,3,18.5,0
1973-09-01,5,5.098,21.8,30.464,44.8,31.168,78.268,53.394,7.1,48.2033898305085,2.211,43.1,67.4,42.6
1973-10-01,14.5,9.191,54.7,76.439,78.6,78.205,42.743,29.159,12.8,26.3245901639344,3.986,80.8,174.3,145.9
1973-11-01,4.5,2.226,16.5,23.058,91.7,23.59,72.324,49.339,3.1,44.5423728813559,0.965,122.1,100.9,98.3
1973-12-01,24.9,31.81,94.9,132.616,125.1,135.68,218.389,148.984,44.3,134.5,13.796,127,184.4,127.6
1974-01-01,21.4,32.888,52.1,72.806,126.9,74.488,136.067,92.824,45.8,83.8,14.263,140.4,206.3,161.9
1974-02-01,68.4,63.334,136.8,191.168,209.5,195.585,194.196,132.48,88.2,119.6,27.468,229.2,247.1,128.8
1974-03-01,28.6,11.345,95,132.756,137.4,135.823,177.905,121.367,15.8,109.567213114754,4.921,189,200.3,145.9
1974-04-01,3.7,3.59,14.1,19.704,37.9,20.159,52.446,35.778,5,32.3,1.557,37.7,109.7,65
1974-05-01,0,0,1.8,2.515,0,2.573,6.106,4.166,0,3.76065573770492,0,0,13.9,0
1974-06-01,0,0,0.2,0.279,9.2,0.286,8.281,5.649,0,5.1,0,0,29.3,0
1974-07-01,0,0,0,0,0,0,3.41,2.326,0,2.1,0,0,4.1,0
1974-08-01,0,0,1.3,1.817,0,1.859,42.216,28.8,0,26,0,0,8.2,0
1974-09-01,0,0,0.9,1.258,1.238,1.287,5.845,3.988,0,3.6,0,0,60.6,0
1974-10-01,0,2.226,15.7,21.94,21.598,22.446,21.92,14.954,3.1,13.5,0.965,3,69.3,16.4
1974-11-01,0.2,0,22.3,31.163,30.678,31.883,56.667,38.658,0,34.9,0,17,66.8,28.6
1974-12-01,7,2.872,20.5,28.647,28.202,29.309,67.709,46.191,4,41.7,1.246,35.2,86.7,52.3
1975-01-01,19.1,46.315,133.7,186.836,183.931,191.152,206.86,141.12,64.5,127.4,20.087,109.4,160.3,62.6
1975-02-01,29.9,44.592,96.2,134.433,132.342,137.538,124.863,85.181,62.1,76.9,19.34,122.1,123.082,109
1975-03-01,66.6,113.814,159.5,222.89,219.424,228.039,269.049,183.544,158.5,165.7,49.361,136.1,236,135.5
1975-04-01,2.6,2.944,35.7,49.888,49.112,51.041,71.93,49.071,4.1,44.3,1.277,69.9,118.2,24.3
1975-05-01,0,0,16.6,23.197,22.837,23.733,59.752,40.763,0,36.8,0,55.9,87.8,22.5
1975-06-01,0.6,0,6.5,9.083,8.942,9.293,0,0,0,0,0,0,15.5,0
1975-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0
1975-08-01,1.2,0.072,3.9,5.45,5.365,5.576,13.477,9.194,0.1,8.3,0.031,10.9,13.285,21.9
1975-09-01,0,0,2,2.795,2.751,2.859,47.899,32.677,0,29.5,0,18.8,59.1,10.3
1975-10-01,3.8,3.375,20.9,29.206,28.752,29.881,51.634,35.225,4.7,31.8,1.464,36.4,70.4,73.6
1975-11-01,0,5.457,19.9,27.809,27.376,28.451,65.884,44.946,7.6,40.5762711864407,2.367,21.9,67.8,21.3
1975-12-01,14.9,9.335,33.7,47.093,46.361,48.181,27.065,18.464,13,16.6688524590164,4.049,63.8,165.9,81.4
1976-01-01,57.8,51.988,135.2,188.932,185.994,193.297,203.451,138.794,72.4,125.3,22.547,114.2,185.9,122.7
1976-02-01,36.1,58.02,133.6,186.696,183.793,191.01,185.915,126.831,80.8,114.5,25.163,113,202.6,151
1976-03-01,27,30.015,99.1,138.485,136.332,141.684,188.302,128.459,41.8,115.970491803279,13.018,103.9,179.5,58.3
1976-04-01,8.5,6.391,16.6,23.197,22.837,23.733,60.93,41.567,8.9,37.5254237288136,2.772,46.2,69.7,74.1
1976-05-01,0,0,1,1.397,1.376,1.43,9.077,6.192,0,5.59016393442623,0,24.9,27.5,20.7
1976-06-01,0,5.314,6.6,9.223,9.08,9.436,12.827,8.751,7.4,7.9,2.305,0,20.2,24.9
1976-07-01,0,0,0,0,0,0,4.384,2.991,0,2.7,0,0,3.4,0
1976-08-01,0,0,0.6,0.838,0.825,0.858,16.724,11.409,0,10.3,0,0,9.2,0
1976-09-01,0,0,9.4,13.136,12.932,13.439,22.292,15.207,0,13.728813559322,0,3.6,29.6,0
1976-10-01,0,0,0,0,0,0,9.093,6.203,0,5.6,0,0,15.9,0
1976-11-01,0,0,0,0,0,0,31.043,21.178,0,19.1186440677966,0,0,36.9,0
1976-12-01,7.6,14.146,34.9639344262295,48.86,44,49.988,112.036,76.431,19.7,69,6.135,37.1,73.6,69.3
1977-01-01,23.7,23.696,55.892,81.624,83.9,78.19,110.412,75.323,33,68,10.277,145.8,160.2,151.3
1977-02-01,79.6,98.591,102.5,143.236,181.7,146.545,183.674,125.302,137.3,113.12,42.759,127.6,181.054,164.6
1977-03-01,20.3,44.807,103.8,145.053,108.7,148.404,80.041,54.604,62.4,49.2950819672131,19.433,144,107.3,117.3
1977-04-01,1.5,0,13.7,19.145,9,19.587,62.989,42.971,0,38.7931034482759,0,24.9,114.3,80.2
1977-05-01,0,0,15.2,21.241,14.9,21.732,75.015,51.175,0,46.2,0,2.4,46.7,0
1977-06-01,0,0,0,0,0,0,1.299,0.886,0,0.8,0,5.5,8.4,0
1977-07-01,0,0,0,0,3,0,2.76,1.883,0,1.7,0,0,10.3,0
1977-08-01,0,0,0,0,0,0,1.137,0.775,0,0.7,0,0,2.3,0
1977-09-01,0.8,0,5.8,8.105,10,8.292,28.902,19.717,0,17.8,0,0,35.4,12.8
1977-10-01,0,0,2.7,3.773,12.9,3.86,23.057,15.729,0,14.2,0,35.3,49.6,32.2
1977-11-01,2.1,0,35.5932203389831,49.739,71.6,50.888,138.989,94.818,0,85.6,0,126.9,237.3,59.5
1977-12-01,2.9,6.678,59.427,86.786,95.4,88.907,117.394,80.086,9.3,72.3,2.896,44.4,141.4,141.6
1978-01-01,9.9,1.149,56.5,78.955,66.5,80.779,63.974,43.643,1.6,39.4,0.498,58.3,63.062,74.1
1978-02-01,18.7,21.183,104.4,145.891,131.7,149.262,186.077,126.941,29.5,114.6,9.187,100.2,229.4,106.3
1978-03-01,27.6,33.821,38.6,53.941,69.6229508196721,55.187,81.348,55.495,47.1,50.1,14.668,14.6,108.4,18.8
1978-04-01,3.2,0.359,18.2,25.433,30.7,26.021,46.73,31.879,0.5,28.7796610169492,0.156,26.2,53.6,24.3
1978-05-01,0,0,0,0,0,0,6.271,4.278,0,3.86229508196721,0,0,38.3,4.9
1978-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-07-01,0,0,1.93114754098361,2.699,14,2.761,9.242,6.305,0,5.69180327868853,0,0,22.2,0
1978-08-01,0,0,2.339,3.416,4,3.728,4.621,3.152,0,2.84590163934426,0,0,4.2,0
1978-09-01,0,0,4.3728813559322,6.111,22.9,6.252,54.557,37.218,0,33.6,0,17.6,53.779,36.5
1978-10-01,0,0.574,36.412,53.176,33.4,31.127,71.93,49.071,0.8,44.3,0.249,23.7,70.904,41.3
1978-11-01,3.5,0.359,36.4,50.866,57,52.042,72.819,49.677,0.5,44.8474576271186,0.156,76.6,71.781,49.2
1978-12-01,6.6,5.457,47.1606557377049,65.904,46.5,67.426,45.789,31.237,7.6,28.2,2.367,48,73.3,45
1979-01-01,1.9,2.441,39.7,57.977,42.9,39.98,78.425,53.501,3.4,48.3,1.059,47.6,96,34
